Rank,College Name,Course,Alloted Category,Round,Year,College Category
6464,"MMH : Malabar Medical College Hospital, Kozhikkode",MBBS,MU,Round 3,2025,Private
6465,"KCM : KMCT Medical College, Mukkom, Kozikkode.",MBBS,MM,Round 1,2024,Private
6466,"SMC : Dr. Somervell Memorial CSI Medical College, Karakonam.",MBBS,SM,Round 3,2024,Private
6466,"DMM : Dr. Moopen's Medical College, Meppadi, Wayanad.",MBBS,SM,Round 3,2025,Private
6467,"KCM : KMCT Medical College, Mukkom, Kozikkode.",MBBS,SM,Round 3,2024,Private
6468,"KCM : KMCT Medical College, Mukkom, Kozikkode.",MBBS,MM,Round 3,2025,Private
6469,"KMM : Karuna Medical College, Vilayodi, Palakkad.",MBBS,AM,Round 3,2025,Private
6470,"AZC : Azeezia Institute of Medi. Science, Meyyannoor, Kollam",MBBS,AM,Round 3,2025,Private
6471,"SIM : Sree Narayana Institute of Medical Sciences, Ernakulam.",MBBS,SM,Round 3,2024,Private
6474,"KTM : Govt. Medical College, Kottayam.",MBBS,SC,Round 3,2025,Government
6477,"KCM : KMCT Medical College, Mukkom, Kozikkode.",MBBS,MM,Round 3,2025,Private
6479,"SIM : Sree Narayana Institute of Medical Sciences, Ernakulam.",MBBS,SM,Round 3,2024,Private
6479,"MMH : Malabar Medical College Hospital, Kozhikkode",MBBS,EZ,Round 3,2025,Private
6480,"MZM : Mount Zion Medical College, Pathanamthitta.",MBBS,AM,Stray Round,2025,Private
6482,"AMC : Amala Institute of Medical Sciences, Thrissur",MBBS,AC,Round 2,2025,Private
6488,"TRM : Travancore Medical College, Umayanalloor, Kollam.",MBBS,MM,Round 3,2025,Private
6490,"KDM : P K Das Institute of Medical Sciences, Ottapalam.",MBBS,SM,Round 3,2024,Private
6491,"PMC : Pushpagiri Institute of Medical Science, Thiruvalla.",MBBS,AC,Round 3,2024,Private
6491,"TCM : Govt. Medical College, Thrissur.",MBBS,SC,Round 3,2025,Government
6492,"SIM : Sree Narayana Institute of Medical Sciences, Ernakulam.",MBBS,SM,Round 2,2024,Private
6492,"PMD : Pushpagiri College of Dental Science, Thiruvalla",BDS,SM,Round 3,2025,Private
6493,"TRM : Travancore Medical College, Umayanalloor, Kollam.",MBBS,MM,Round 3,2024,Private
6493,"MMH : Malabar Medical College Hospital, Kozhikkode",MBBS,MU,Round 3,2025,Private
6494,"SUC : SUT Accademy of Medical Sciences , Thiruvananthapuram.",MBBS,SM,Round 3,2025,Private
6495,"TRM : Travancore Medical College, Umayanalloor, Kollam.",MBBS,EZ,Round 3,2025,Private
6498,"PMC : Pushpagiri Institute of Medical Science, Thiruvalla.",MBBS,AC,Round 1,2025,Private
6500,"PMC : Pushpagiri Institute of Medical Science, Thiruvalla.",MBBS,AC,Round 3,2024,Private
6502,"BCM : Believers Church Medical College Hospital, Thiruvalla",MBBS,AC,Round 1,2024,Private
6503,"PIM : Palakkad Institute of Medical Sciences, Walayar",MBBS,AM,Round 3,2024,Private
6504,"PMC : Pushpagiri Institute of Medical Science, Thiruvalla.",MBBS,AC,Round 3,2024,Private
6505,"MMH : Malabar Medical College Hospital, Kozhikkode",MBBS,MU,Round 3,2025,Private
6507,"MMH : Malabar Medical College Hospital, Kozhikkode",MBBS,EZ,Round 3,2025,Private
6508,"KCM : KMCT Medical College, Mukkom, Kozikkode.",MBBS,MM,Round 3,2025,Private
6510,"AID : Sree Anjaneya Institue of Dental Scinces, Atholi, Kozhikode.",BDS,EZ,Stray Round,2025,Private
6511,"KDM : P K Das Institute of Medical Sciences, Ottapalam.",MBBS,SM,Round 3,2024,Private
6513,"KCM : KMCT Medical College, Mukkom, Kozikkode.",MBBS,MU,Round 3,2024,Private
6513,"KCM : KMCT Medical College, Mukkom, Kozikkode.",MBBS,EZ,Round 3,2025,Private
6514,"PTM : Government Medical College, Konni, Pathanamthitta.",MBBS,DV,Round 3,2025,Government
6517,"BCM : Believers Church Medical College Hospital, Thiruvalla",MBBS,AC,Round 3,2025,Private
6518,"SIM : Sree Narayana Institute of Medical Sciences, Ernakulam.",MBBS,SM,Round 3,2025,Private
6521,"SUC : SUT Accademy of Medical Sciences , Thiruvananthapuram.",MBBS,SM,Round 3,2024,Private
6522,"AZC : Azeezia Institute of Medi. Science, Meyyannoor, Kollam",MBBS,SM,Round 3,2024,Private
6522,"AZC : Azeezia Institute of Medi. Science, Meyyannoor, Kollam",MBBS,AM,Round 3,2025,Private
6524,"AZC : Azeezia Institute of Medi. Science, Meyyannoor, Kollam",MBBS,MM,Stray Round,2025,Private
6525,"KCM : KMCT Medical College, Mukkom, Kozikkode.",MBBS,MU,Round 3,2025,Private
6526,"PMC : Pushpagiri Institute of Medical Science, Thiruvalla.",MBBS,AC,Round 3,2024,Private
6527,"MBD : Mar Baselious Dental College, Kothamangalam.",BDS,SM,Round 3,2025,Private
6528,"SIM : Sree Narayana Institute of Medical Sciences, Ernakulam.",MBBS,SM,Round 3,2025,Private
6529,"MMC : Malankara Orthodox Syrian Church Medi.College, Kolenchery.",MBBS,AC,Round 3,2024,Private
6529,"SUC : SUT Accademy of Medical Sciences , Thiruvananthapuram.",MBBS,SM,Round 3,2025,Private
6530,"AAM : Al Azhar Medical college, Thodupuzha.",MBBS,AM,Round 3,2025,Private
6531,"KCM : KMCT Medical College, Mukkom, Kozikkode.",MBBS,EZ,Round 3,2024,Private
6532,"AMC : Amala Institute of Medical Sciences, Thrissur",MBBS,AC,Round 3,2025,Private
6533,"PMC : Pushpagiri Institute of Medical Science, Thiruvalla.",MBBS,AC,Round 3,2025,Private
6534,"MZM : Mount Zion Medical College, Pathanamthitta.",MBBS,AM,Round 3,2024,Private
6535,"AAM : Al Azhar Medical college, Thodupuzha.",MBBS,AM,Stray Round,2024,Private
6535,"AAM : Al Azhar Medical college, Thodupuzha.",MBBS,AM,Round 3,2025,Private
6537,"TRM : Travancore Medical College, Umayanalloor, Kollam.",MBBS,MM,Round 3,2025,Private
6539,"SMC : Dr. Somervell Memorial CSI Medical College, Karakonam.",MBBS,SM,Round 3,2025,Private
6542,"MZM : Mount Zion Medical College, Pathanamthitta.",MBBS,AM,Round 3,2024,Private
6542,"KDM : P K Das Institute of Medical Sciences, Ottapalam.",MBBS,SM,Round 3,2025,Private
6543,"PMC : Pushpagiri Institute of Medical Science, Thiruvalla.",MBBS,AC,Round 1,2024,Private
6543,"AAM : Al Azhar Medical college, Thodupuzha.",MBBS,AM,Round 3,2025,Private
6545,"KCM : KMCT Medical College, Mukkom, Kozikkode.",MBBS,MU,Round 3,2024,Private
6547,"SMC : Dr. Somervell Memorial CSI Medical College, Karakonam.",MBBS,SM,Round 3,2024,Private
6547,"GMC : Sree Gokulam Medical College, Venjaramoodu, TVPM.",MBBS,EW,Round 3,2025,Private
6548,"CMC : Govt. Medical College, Ernakulam.",MBBS,HR,Round 3,2024,Government
6548,"SUC : SUT Accademy of Medical Sciences , Thiruvananthapuram.",MBBS,SM,Round 3,2025,Private
6549,"AAM : Al Azhar Medical college, Thodupuzha.",MBBS,AM,Round 3,2025,Private
6550,"SIM : Sree Narayana Institute of Medical Sciences, Ernakulam.",MBBS,SM,Round 3,2024,Private
6551,"PMC : Pushpagiri Institute of Medical Science, Thiruvalla.",MBBS,AC,Round 3,2025,Private
6552,"AAM : Al Azhar Medical college, Thodupuzha.",MBBS,AM,Round 3,2025,Private
6555,"AZC : Azeezia Institute of Medi. Science, Meyyannoor, Kollam",MBBS,SM,Round 3,2025,Private
6557,"SUC : SUT Accademy of Medical Sciences , Thiruvananthapuram.",MBBS,SM,Round 3,2024,Private
6557,"KDM : P K Das Institute of Medical Sciences, Ottapalam.",MBBS,SM,Round 3,2025,Private
6558,"KCM : KMCT Medical College, Mukkom, Kozikkode.",MBBS,MU,Round 3,2024,Private
6559,"AAM : Al Azhar Medical college, Thodupuzha.",MBBS,AM,Round 3,2025,Private
6561,"AZC : Azeezia Institute of Medi. Science, Meyyannoor, Kollam",MBBS,EZ,Round 1,2024,Private
6561,"KEM : Kerala Medical College, Palakkad",MBBS,EZ,Round 3,2025,Private
6566,"KCM : KMCT Medical College, Mukkom, Kozikkode.",MBBS,MU,Round 3,2024,Private
6566,"AAM : Al Azhar Medical college, Thodupuzha.",MBBS,AM,Round 3,2025,Private
6569,"KDM : P K Das Institute of Medical Sciences, Ottapalam.",MBBS,SM,Round 3,2024,Private
6570,"BCM : Believers Church Medical College Hospital, Thiruvalla",MBBS,AC,Round 3,2024,Private
6571,"PMC : Pushpagiri Institute of Medical Science, Thiruvalla.",MBBS,AC,Round 3,2024,Private
6571,"SIM : Sree Narayana Institute of Medical Sciences, Ernakulam.",MBBS,SM,Round 3,2025,Private
6573,"KCM : KMCT Medical College, Mukkom, Kozikkode.",MBBS,MU,Round 3,2025,Private
6574,"PIM : Palakkad Institute of Medical Sciences, Walayar",MBBS,AM,Stray Round,2025,Private
6575,"PMC : Pushpagiri Institute of Medical Science, Thiruvalla.",MBBS,AC,Round 3,2024,Private
6576,"TRM : Travancore Medical College, Umayanalloor, Kollam.",MBBS,MM,Round 3,2025,Private
6577,"PMC : Pushpagiri Institute of Medical Science, Thiruvalla.",MBBS,AC,Round 3,2024,Private
6577,"TRM : Travancore Medical College, Umayanalloor, Kollam.",MBBS,MM,Round 3,2025,Private
6578,"GMC : Sree Gokulam Medical College, Venjaramoodu, TVPM.",MBBS,LA,Round 3,2024,Private
6580,"MMH : Malabar Medical College Hospital, Kozhikkode",MBBS,MU,Round 3,2024,Private
6580,"PMC : Pushpagiri Institute of Medical Science, Thiruvalla.",MBBS,AC,Round 3,2025,Private
6585,"MZM : Mount Zion Medical College, Pathanamthitta.",MBBS,AM,Round 3,2024,Private
6585,"MMH : Malabar Medical College Hospital, Kozhikkode",MBBS,VK,Round 3,2025,Private
6586,"MMH : Malabar Medical College Hospital, Kozhikkode",MBBS,MU,Round 3,2024,Private
6590,"AAM : Al Azhar Medical college, Thodupuzha.",MBBS,AM,Round 3,2024,Private
6591,"TRM : Travancore Medical College, Umayanalloor, Kollam.",MBBS,MM,Round 3,2024,Private
6592,"KDM : P K Das Institute of Medical Sciences, Ottapalam.",MBBS,SM,Round 1,2024,Private
6592,"AMC : Amala Institute of Medical Sciences, Thrissur",MBBS,AC,Round 3,2025,Private
6594,"AMC : Amala Institute of Medical Sciences, Thrissur",MBBS,DV,Round 3,2025,Private
6595,"TCM : Govt. Medical College, Thrissur.",MBBS,KN,Round 3,2025,Government
6596,"TRM : Travancore Medical College, Umayanalloor, Kollam.",MBBS,DV,Round 3,2024,Private
6596,"KCM : KMCT Medical College, Mukkom, Kozikkode.",MBBS,MM,Round 3,2025,Private
6597,"PIM : Palakkad Institute of Medical Sciences, Walayar",MBBS,SM,Round 2,2024,Private
6597,"KCM : KMCT Medical College, Mukkom, Kozikkode.",MBBS,MU,Round 3,2025,Private
6599,"MMC : Malankara Orthodox Syrian Church Medi.College, Kolenchery.",MBBS,AC,Round 3,2024,Private
6599,"KDM : P K Das Institute of Medical Sciences, Ottapalam.",MBBS,SM,Round 3,2025,Private
6600,"AAM : Al Azhar Medical college, Thodupuzha.",MBBS,AM,Round 2,2025,Private
6601,"PMC : Pushpagiri Institute of Medical Science, Thiruvalla.",MBBS,AC,Round 3,2025,Private
6602,"MMC : Malankara Orthodox Syrian Church Medi.College, Kolenchery.",MBBS,AC,Round 3,2025,Private
6603,"KCM : KMCT Medical College, Mukkom, Kozikkode.",MBBS,MU,Round 3,2024,Private
6604,"AAM : Al Azhar Medical college, Thodupuzha.",MBBS,AM,Round 3,2025,Private
6606,"KDM : P K Das Institute of Medical Sciences, Ottapalam.",MBBS,SM,Round 3,2024,Private
6606,"SUC : SUT Accademy of Medical Sciences , Thiruvananthapuram.",MBBS,SM,Round 3,2025,Private
6608,"SUC : SUT Accademy of Medical Sciences , Thiruvananthapuram.",MBBS,SM,Round 3,2025,Private
6609,"PIM : Palakkad Institute of Medical Sciences, Walayar",MBBS,AM,Round 3,2024,Private
6609,"SMC : Dr. Somervell Memorial CSI Medical College, Karakonam.",MBBS,SM,Round 3,2025,Private
6611,"TRM : Travancore Medical College, Umayanalloor, Kollam.",MBBS,MM,Round 3,2024,Private
6612,"KDM : P K Das Institute of Medical Sciences, Ottapalam.",MBBS,SM,Round 1,2025,Private
6613,"SIM : Sree Narayana Institute of Medical Sciences, Ernakulam.",MBBS,SM,Round 3,2024,Private
6614,"BCM : Believers Church Medical College Hospital, Thiruvalla",MBBS,AC,Round 3,2024,Private
6615,"MZM : Mount Zion Medical College, Pathanamthitta.",MBBS,AM,Round 3,2024,Private
6615,"SIM : Sree Narayana Institute of Medical Sciences, Ernakulam.",MBBS,SM,Round 3,2025,Private
6617,"KCM : KMCT Medical College, Mukkom, Kozikkode.",MBBS,MM,Round 3,2024,Private
6618,"AZC : Azeezia Institute of Medi. Science, Meyyannoor, Kollam",MBBS,SM,Round 3,2025,Private
6621,"KDM : P K Das Institute of Medical Sciences, Ottapalam.",MBBS,SM,Round 1,2024,Private
6622,"PIM : Palakkad Institute of Medical Sciences, Walayar",MBBS,AM,Round 2,2025,Private
6623,"SUC : SUT Accademy of Medical Sciences , Thiruvananthapuram.",MBBS,SM,Round 3,2024,Private
6623,"AAM : Al Azhar Medical college, Thodupuzha.",MBBS,AM,Round 3,2025,Private
6626,"KND- Government Dental College, Kannur.",BDS,FL EZ,Round 3,2024,Government
6627,"BCM : Believers Church Medical College Hospital, Thiruvalla",MBBS,AC,Round 3,2025,Private
6628,"SIM : Sree Narayana Institute of Medical Sciences, Ernakulam.",MBBS,SM,Round 3,2024,Private
6629,"PMC : Pushpagiri Institute of Medical Science, Thiruvalla.",MBBS,AC,Round 3,2024,Private
6629,"AAM : Al Azhar Medical college, Thodupuzha.",MBBS,AM,Round 3,2025,Private
6631,"TRM : Travancore Medical College, Umayanalloor, Kollam.",MBBS,MM,Round 3,2025,Private
6633,"SIM : Sree Narayana Institute of Medical Sciences, Ernakulam.",MBBS,SM,Round 1,2024,Private
6634,"MMH : Malabar Medical College Hospital, Kozhikkode",MBBS,MU,Round 3,2025,Private
6635,"EMC : MES Medical College, Perinthalmanna, Malappuram.",MBBS,DV,Round 1,2025,Private
6636,"AAM : Al Azhar Medical college, Thodupuzha.",MBBS,AM,Round 2,2025,Private
6638,"TRM : Travancore Medical College, Umayanalloor, Kollam.",MBBS,MM,Round 3,2024,Private
6640,"MMC : Malankara Orthodox Syrian Church Medi.College, Kolenchery.",MBBS,AC,Round 3,2025,Private
6641,"AMC : Amala Institute of Medical Sciences, Thrissur",MBBS,AC,Round 3,2025,Private
6643,"AZC : Azeezia Institute of Medi. Science, Meyyannoor, Kollam",MBBS,SM,Round 3,2024,Private
6646,"KCM : KMCT Medical College, Mukkom, Kozikkode.",MBBS,BH,Round 3,2025,Private
6647,"TRM : Travancore Medical College, Umayanalloor, Kollam.",MBBS,MM,Round 3,2024,Private
6648,"SUC : SUT Accademy of Medical Sciences , Thiruvananthapuram.",MBBS,SM,Round 3,2024,Private
6648,"MMH : Malabar Medical College Hospital, Kozhikkode",MBBS,EZ,Round 3,2025,Private
6650,"TRM : Travancore Medical College, Umayanalloor, Kollam.",MBBS,MM,Round 3,2024,Private
6653,"KND- Government Dental College, Kannur.",BDS,FL EZ,Round 3,2024,Government
6654,"KCM : KMCT Medical College, Mukkom, Kozikkode.",MBBS,MU,Round 3,2024,Private
6655,"KDM : P K Das Institute of Medical Sciences, Ottapalam.",MBBS,SM,Round 3,2025,Private
6657,"MMC : Malankara Orthodox Syrian Church Medi.College, Kolenchery.",MBBS,AC,Round 3,2024,Private
6657,"MZM : Mount Zion Medical College, Pathanamthitta.",MBBS,AM,Round 3,2025,Private
6658,"SUC : SUT Accademy of Medical Sciences , Thiruvananthapuram.",MBBS,SM,Round 3,2025,Private
6659,"KCM : KMCT Medical College, Mukkom, Kozikkode.",MBBS,MM,Round 3,2025,Private
6660,"MMC : Malankara Orthodox Syrian Church Medi.College, Kolenchery.",MBBS,AC,Round 3,2024,Private
6663,"SIM : Sree Narayana Institute of Medical Sciences, Ernakulam.",MBBS,SM,Round 3,2025,Private
6665,"PIM : Palakkad Institute of Medical Sciences, Walayar",MBBS,AM,Round 2,2025,Private
6666,"SIM : Sree Narayana Institute of Medical Sciences, Ernakulam.",MBBS,SM,Round 3,2024,Private
6668,"PMC : Pushpagiri Institute of Medical Science, Thiruvalla.",MBBS,AC,Round 3,2024,Private
6669,"TRM : Travancore Medical College, Umayanalloor, Kollam.",MBBS,MM,Round 3,2024,Private
6672,"SUC : SUT Accademy of Medical Sciences , Thiruvananthapuram.",MBBS,SM,Round 3,2025,Private
6673,"TVM : Govt. Medical College, Thiruvananthapuram.",MBBS,SC,Round 3,2024,Government
6673,"MED : MES Dental College, Perinthalmanna.",BDS,SM,Stray Round,2025,Private
6677,"KMM : Karuna Medical College, Vilayodi, Palakkad.",MBBS,SM,Round 1,2024,Private
6678,"PIM : Palakkad Institute of Medical Sciences, Walayar",MBBS,AM,Round 3,2025,Private
6679,"JMC : Jubilee Mission Medical College, Thrisur.",MBBS,NR,Round 3,2025,Private
6682,"MZM : Mount Zion Medical College, Pathanamthitta.",MBBS,AM,Round 3,2024,Private
6682,"KMM : Karuna Medical College, Vilayodi, Palakkad.",MBBS,AM,Round 3,2025,Private
6683,"MZM : Mount Zion Medical College, Pathanamthitta.",MBBS,AM,Round 3,2024,Private
6683,"AAM : Al Azhar Medical college, Thodupuzha.",MBBS,AM,Round 2,2025,Private
6687,"TRM : Travancore Medical College, Umayanalloor, Kollam.",MBBS,MM,Round 3,2024,Private
6687,"TRM : Travancore Medical College, Umayanalloor, Kollam.",MBBS,MM,Round 3,2025,Private
6688,"KMM : Karuna Medical College, Vilayodi, Palakkad.",MBBS,AM,Round 3,2025,Private
6689,"AAM : Al Azhar Medical college, Thodupuzha.",MBBS,AM,Round 3,2024,Private
6690,"KCM : KMCT Medical College, Mukkom, Kozikkode.",MBBS,MM,Round 3,2025,Private
6693,"AAM : Al Azhar Medical college, Thodupuzha.",MBBS,AM,Stray Round,2025,Private
6694,"KCM : KMCT Medical College, Mukkom, Kozikkode.",MBBS,MM,Round 3,2025,Private
6695,"SUC : SUT Accademy of Medical Sciences , Thiruvananthapuram.",MBBS,SM,Round 3,2025,Private
6698,"MZM : Mount Zion Medical College, Pathanamthitta.",MBBS,AM,Round 3,2024,Private
6698,"SUC : SUT Accademy of Medical Sciences , Thiruvananthapuram.",MBBS,SM,Round 3,2025,Private
6699,"KEM : Kerala Medical College, Palakkad",MBBS,BH,Round 3,2025,Private
6700,"PMC : Pushpagiri Institute of Medical Science, Thiruvalla.",MBBS,AC,Round 3,2024,Private
6702,"MMC : Malankara Orthodox Syrian Church Medi.College, Kolenchery.",MBBS,AC,Round 3,2024,Private
6702,"SUC : SUT Accademy of Medical Sciences , Thiruvananthapuram.",MBBS,SM,Round 3,2025,Private
6703,"PMC : Pushpagiri Institute of Medical Science, Thiruvalla.",MBBS,AC,Round 1,2024,Private
6706,"TRM : Travancore Medical College, Umayanalloor, Kollam.",MBBS,MM,Round 3,2024,Private
6706,"AAM : Al Azhar Medical college, Thodupuzha.",MBBS,AM,Round 3,2025,Private
6707,"MZM : Mount Zion Medical College, Pathanamthitta.",MBBS,AM,Round 3,2024,Private
6708,"GMC : Sree Gokulam Medical College, Venjaramoodu, TVPM.",MBBS,EW,Round 3,2024,Private
6709,"KKM : Govt. Medical College, Kozhikkode.",MBBS,SC,Round 3,2024,Government
6712,"AAM : Al Azhar Medical college, Thodupuzha.",MBBS,AM,Round 3,2024,Private
6713,"PMC : Pushpagiri Institute of Medical Science, Thiruvalla.",MBBS,AC,Round 3,2025,Private
6715,"KDM : P K Das Institute of Medical Sciences, Ottapalam.",MBBS,SM,Round 3,2024,Private
6716,"AMC : Amala Institute of Medical Sciences, Thrissur",MBBS,AC,Round 3,2025,Private
6717,"KTM : Govt. Medical College, Kottayam.",MBBS,SC,Round 1,2025,Government
6718,"DMM : Dr. Moopen's Medical College, Meppadi, Wayanad.",MBBS,SM,Round 3,2024,Private
6718,"SUC : SUT Accademy of Medical Sciences , Thiruvananthapuram.",MBBS,SM,Round 3,2025,Private
6719,"AAM : Al Azhar Medical college, Thodupuzha.",MBBS,AM,Round 3,2024,Private
6723,KNM : Government Medical College Kannur.,MBBS,SC,Round 3,2025,Government
6724,"KCM : KMCT Medical College, Mukkom, Kozikkode.",MBBS,MM,Round 3,2025,Private
6725,"MZM : Mount Zion Medical College, Pathanamthitta.",MBBS,AM,Round 3,2024,Private
6726,"PIM : Palakkad Institute of Medical Sciences, Walayar",MBBS,AM,Stray Round,2024,Private
6728,"PTM : Government Medical College, Konni, Pathanamthitta.",MBBS,DV,Round 3,2024,Government
6730,"SMC : Dr. Somervell Memorial CSI Medical College, Karakonam.",MBBS,SM,Round 3,2025,Private
6734,"PIM : Palakkad Institute of Medical Sciences, Walayar",MBBS,SM,Round 2,2024,Private
6736,"SUC : SUT Accademy of Medical Sciences , Thiruvananthapuram.",MBBS,SM,Round 3,2024,Private
6737,"SUC : SUT Accademy of Medical Sciences , Thiruvananthapuram.",MBBS,SM,Round 3,2024,Private
6737,"SIM : Sree Narayana Institute of Medical Sciences, Ernakulam.",MBBS,SM,Round 3,2025,Private
6739,"KKM : Govt. Medical College, Kozhikkode.",MBBS,SC,Round 3,2024,Government
6739,"AMC : Amala Institute of Medical Sciences, Thrissur",MBBS,AC,Round 3,2025,Private
6741,"KCM : KMCT Medical College, Mukkom, Kozikkode.",MBBS,MM,Round 3,2024,Private
6742,"KCM : KMCT Medical College, Mukkom, Kozikkode.",MBBS,MM,Round 3,2025,Private
6743,"MZM : Mount Zion Medical College, Pathanamthitta.",MBBS,AM,Round 3,2025,Private
6746,"KKM : Govt. Medical College, Kozhikkode.",MBBS,SC,Round 3,2024,Government
6746,"MZM : Mount Zion Medical College, Pathanamthitta.",MBBS,AM,Round 3,2025,Private
6747,"MZM : Mount Zion Medical College, Pathanamthitta.",MBBS,AM,Round 3,2024,Private
6748,"SIM : Sree Narayana Institute of Medical Sciences, Ernakulam.",MBBS,SM,Round 3,2024,Private
6752,"PIM : Palakkad Institute of Medical Sciences, Walayar",MBBS,AM,Round 3,2025,Private
6753,"PTM : Government Medical College, Konni, Pathanamthitta.",MBBS,DV,Round 3,2024,Government
6755,"MMC : Malankara Orthodox Syrian Church Medi.College, Kolenchery.",MBBS,AC,Round 3,2024,Private
6755,"AAM : Al Azhar Medical college, Thodupuzha.",MBBS,AM,Round 3,2025,Private
6756,"MMH : Malabar Medical College Hospital, Kozhikkode",MBBS,MU,Round 2,2024,Private
6756,"SUC : SUT Accademy of Medical Sciences , Thiruvananthapuram.",MBBS,SM,Round 3,2025,Private
